pango,root,total_samples,max_descendants,min_descendants,parent_max_descendants,parent_min_descendants,diff,diff_parent,relative_diff,relative_diff_parent
FD.4,1422349,18,18,18,18,18,0,0,0.0,0.0
FD.4.1,1431961,1,1,1,1,1,0,0,0.0,0.0
FF.1,1412222,15,15,15,15,15,0,0,0.0,0.0
FG.1,1434465,1,1,1,1,1,0,0,0.0,0.0
FG.2,1431275,2,2,2,2,2,0,0,0.0,0.0
FG.3,1432220,3,3,3,3,3,0,0,0.0,0.0
FH.1,1428863,8,8,8,8,8,0,0,0.0,0.0
FJ.1,1414891,37,37,37,37,37,0,0,0.0,0.0
FK.1,1434676,1,1,1,1,1,0,0,0.0,0.0
FK.1.2,1432114,1,1,1,1,1,0,0,0.0,0.0
FL.1,1431862,9,9,9,9,9,0,0,0.0,0.0
FL.10,1433141,4,4,4,4,4,0,0,0.0,0.0
FL.13,2745966,8,8,8,8,8,0,0,0.0,0.0
FL.17,1436774,2,2,2,2,2,0,0,0.0,0.0
FL.18,1436453,3,3,3,3,3,0,0,0.0,0.0
FL.2,1433744,1,1,1,1,1,0,0,0.0,0.0
FL.23,1432682,2,2,2,2,2,0,0,0.0,0.0
FL.27,1428298,4,4,4,4,4,0,0,0.0,0.0
FL.3,1423830,68,68,68,68,68,0,0,0.0,0.0
FL.3.1,1431839,19,19,19,19,19,0,0,0.0,0.0
FL.3.2,1425054,22,22,22,22,22,0,0,0.0,0.0
FL.3.3,1433245,5,5,5,5,5,0,0,0.0,0.0
FL.3.4,2740912,4,4,4,4,4,0,0,0.0,0.0
FL.31,1431831,1,1,1,1,1,0,0,0.0,0.0
FL.4,1427979,5,5,5,5,5,0,0,0.0,0.0
FL.5,2716673,5,5,5,5,5,0,0,0.0,0.0
FM.1,1417154,17,17,17,17,17,0,0,0.0,0.0
FM.2,1432187,1,1,1,1,1,0,0,0.0,0.0
FT.3,1434113,1,1,1,1,1,0,0,0.0,0.0
FZ.1,1432738,9,9,9,9,9,0,0,0.0,0.0
FZ.2,1434714,1,1,1,1,1,0,0,0.0,0.0
G.1,32337,20,20,20,20,20,0,0,0.0,0.0
GA.1,1430507,1,1,1,1,1,0,0,0.0,0.0
GC.1,1433845,1,1,1,1,1,0,0,0.0,0.0
GC.2,2740885,10,10,10,10,10,0,0,0.0,0.0
GD.2,1425191,1,1,1,1,1,0,0,0.0,0.0
GP.1,1433729,4,4,4,4,4,0,0,0.0,0.0
GP.2,1409614,25,25,25,25,25,0,0,0.0,0.0
GP.3,1423632,19,19,19,19,19,0,0,0.0,0.0
HT.1,1429930,3,3,3,3,3,0,0,0.0,0.0
HT.2,1435397,1,1,1,1,1,0,0,0.0,0.0
K.3,31487,54,54,54,54,54,0,0,0.0,0.0
L.1,8810,1,1,1,1,1,0,0,0.0,0.0
L.4,28719,10,10,10,10,10,0,0,0.0,0.0
N.1,2731234,14,13,13,13,13,1,1,0.07142857142857142,0.07142857142857142
N.4,18656,2,2,2,2,2,0,0,0.0,0.0
P.1,172085,3000,3000,3000,3000,3000,0,0,0.0,0.0
P.1.1,207084,9,9,9,9,9,0,0,0.0,0.0
P.1.10,159121,548,548,548,548,548,0,0,0.0,0.0
P.1.12,284901,8,8,8,8,8,0,0,0.0,0.0
P.1.13,204576,149,99,99,99,99,50,50,0.33557046979865773,0.33557046979865773
P.1.14,156627,18,17,17,17,17,1,1,0.05555555555555555,0.05555555555555555
P.1.15,175292,45,45,45,45,45,0,0,0.0,0.0
P.1.16,233635,34,32,32,34,34,2,0,0.058823529411764705,0.0
P.1.17,159120,491,491,491,491,491,0,0,0.0,0.0
P.1.17.1,320161,1,1,1,1,1,0,0,0.0,0.0
P.1.2,180808,2,2,2,2,2,0,0,0.0,0.0
P.1.4,405842,1,1,1,1,1,0,0,0.0,0.0
P.1.7,286317,43,39,39,39,39,4,4,0.09302325581395349,0.09302325581395349
P.1.7.1,336779,4,4,4,4,4,0,0,0.0,0.0
P.1.9,387408,1,1,1,1,1,0,0,0.0,0.0
P.2,144508,286,286,286,286,286,0,0,0.0,0.0
Q.1,191618,145,72,72,72,72,73,73,0.503448275862069,0.503448275862069
Q.2,260401,2,2,2,2,2,0,0,0.0,0.0
Q.3,93056,716,713,711,716,714,3,0,0.004189944134078212,0.0
Q.4,123674,325,319,319,325,325,6,0,0.018461538461538463,0.0
Q.7,236918,6,6,6,6,6,0,0,0.0,0.0
Q.8,235233,8,8,8,8,8,0,0,0.0,0.0
R.1,155424,839,839,839,839,839,0,0,0.0,0.0
R.2,82890,22,22,22,22,22,0,0,0.0,0.0
U.1,84884,54,54,54,54,54,0,0,0.0,0.0
U.3,178261,16,16,16,16,16,0,0,0.0,0.0
V.1,36575,16,16,16,16,16,0,0,0.0,0.0
V.2,55629,8,8,8,8,8,0,0,0.0,0.0
W.1,97893,5,5,5,5,5,0,0,0.0,0.0
W.2,34831,1,1,1,1,1,0,0,0.0,0.0
W.3,27470,114,114,114,114,114,0,0,0.0,0.0
W.4,27112,411,411,411,411,411,0,0,0.0,0.0
XA,122444,39,39,39,39,39,0,0,0.0,0.0
XAA,1183815,17,17,17,17,17,0,0,0.0,0.0
XAC,2744536,18,9,9,18,18,9,0,0.5,0.0
XAD,1108280,2,1,1,1,1,1,1,0.5,0.5
XAE,1118099,9,9,9,9,9,0,0,0.0,0.0
XAF,1314603,1,1,1,1,1,0,0,0.0,0.0
XAG,1248341,6,6,6,6,6,0,0,0.0,0.0
XAJ,1276376,18,18,18,18,18,0,0,0.0,0.0
XAL,1264107,3,3,3,3,3,0,0,0.0,0.0
XAM,1240312,21,21,21,21,21,0,0,0.0,0.0
XAN,1301399,7,7,7,7,7,0,0,0.0,0.0
XAP,1216836,20,20,20,20,20,0,0,0.0,0.0
XAS,1265115,77,77,77,77,77,0,0,0.0,0.0
XAU,1231548,8,8,8,8,8,0,0,0.0,0.0
XAV,1269391,13,13,13,13,13,0,0,0.0,0.0
XAZ,1285706,133,133,133,133,133,0,0,0.0,0.0
XB,223239,192,192,192,192,192,0,0,0.0,0.0
XBB,1396207,72,72,72,72,72,0,0,0.0,0.0
XBB.1,1396205,525,525,523,525,523,0,0,0.0,0.0
XBB.1.1,2715105,19,19,19,19,19,0,0,0.0,0.0
XBB.1.11,1421186,2,1,1,1,1,1,1,0.5,0.5
XBB.1.13,1417460,7,6,6,7,7,1,0,0.14285714285714285,0.0
XBB.1.14,1405900,1,1,1,1,1,0,0,0.0,0.0
XBB.1.15,1409981,60,60,60,60,60,0,0,0.0,0.0
XBB.1.18,1419642,2,2,2,2,2,0,0,0.0,0.0
XBB.1.18.1,1434663,3,3,3,3,3,0,0,0.0,0.0
XBB.1.22.1,1436207,1,1,1,1,1,0,0,0.0,0.0
XBB.1.28,1420027,1,1,1,1,1,0,0,0.0,0.0
XBB.1.29,1428307,1,1,1,1,1,0,0,0.0,0.0
XBB.1.3,1421321,2,2,2,2,2,0,0,0.0,0.0
XBB.1.30,2715592,4,4,4,4,4,0,0,0.0,0.0
XBB.1.32,1418691,11,11,11,11,11,0,0,0.0,0.0
XBB.1.34,1435988,2,2,2,2,2,0,0,0.0,0.0
XBB.1.35,1413242,2,2,2,2,2,0,0,0.0,0.0
XBB.1.37,1397647,3,3,3,3,3,0,0,0.0,0.0
XBB.1.4,1411836,8,8,8,8,8,0,0,0.0,0.0
XBB.1.4.1,1420306,9,9,9,9,9,0,0,0.0,0.0
XBB.1.43,1408295,1,1,1,1,1,0,0,0.0,0.0
XBB.1.43.1,1431089,3,3,3,3,3,0,0,0.0,0.0
XBB.1.45,1407178,2,2,2,2,2,0,0,0.0,0.0
XBB.1.45.1,1435361,3,3,3,3,3,0,0,0.0,0.0
XBB.1.46,1420174,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5,1416475,3361,3361,3361,3361,3361,0,0,0.0,0.0
XBB.1.5.1,1428698,40,38,38,40,40,2,0,0.05,0.0
XBB.1.5.10,1429309,5,5,5,5,5,0,0,0.0,0.0
XBB.1.5.100,1435014,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.102,1432256,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.104,1434344,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.107,1427353,8,7,7,8,8,1,0,0.125,0.0
XBB.1.5.11,1425346,40,37,37,40,40,3,0,0.075,0.0
XBB.1.5.12,1433649,7,3,3,3,3,4,4,0.5714285714285714,0.5714285714285714
XBB.1.5.13,1417471,104,98,98,102,102,6,2,0.057692307692307696,0.019230769230769232
XBB.1.5.14,1430855,4,4,4,4,4,0,0,0.0,0.0
XBB.1.5.15,1415602,88,88,88,88,88,0,0,0.0,0.0
XBB.1.5.16,1427986,40,40,40,40,40,0,0,0.0,0.0
XBB.1.5.17,1424843,64,63,63,64,64,1,0,0.015625,0.0
XBB.1.5.18,1417898,117,116,116,117,117,1,0,0.008547008547008548,0.0
XBB.1.5.19,1425379,36,36,36,36,36,0,0,0.0,0.0
XBB.1.5.2,1427930,10,4,4,8,8,6,2,0.6,0.2
XBB.1.5.20,1421863,64,64,64,64,64,0,0,0.0,0.0
XBB.1.5.21,1414442,46,46,46,46,46,0,0,0.0,0.0
XBB.1.5.23,1436324,3,3,3,3,3,0,0,0.0,0.0
XBB.1.5.24,1431853,19,19,19,19,19,0,0,0.0,0.0
XBB.1.5.25,1432202,27,21,21,27,27,6,0,0.2222222222222222,0.0
XBB.1.5.26,1428880,4,4,4,4,4,0,0,0.0,0.0
XBB.1.5.28,1434451,3,2,2,2,2,1,1,0.3333333333333333,0.3333333333333333
XBB.1.5.3,1426800,17,15,15,17,17,2,0,0.11764705882352941,0.0
XBB.1.5.30,1432527,14,12,12,14,14,2,0,0.14285714285714285,0.0
XBB.1.5.31,1414177,83,78,78,78,78,5,5,0.060240963855421686,0.060240963855421686
XBB.1.5.32,1416318,69,69,69,69,69,0,0,0.0,0.0
XBB.1.5.33,1411654,36,36,36,36,36,0,0,0.0,0.0
XBB.1.5.34,1415075,14,14,14,14,14,0,0,0.0,0.0
XBB.1.5.35,1434158,4,4,4,4,4,0,0,0.0,0.0
XBB.1.5.36,1412072,12,12,12,12,12,0,0,0.0,0.0
XBB.1.5.37,1435029,2,1,1,1,1,1,1,0.5,0.5
XBB.1.5.38,1432782,3,3,3,3,3,0,0,0.0,0.0
XBB.1.5.39,1428968,4,4,4,4,4,0,0,0.0,0.0
XBB.1.5.4,1429240,22,19,19,20,20,3,2,0.13636363636363635,0.09090909090909091
XBB.1.5.40,1427709,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.41,1433658,2,2,2,2,2,0,0,0.0,0.0
XBB.1.5.43,1436573,2,2,2,2,2,0,0,0.0,0.0
XBB.1.5.46,1435536,5,5,5,5,5,0,0,0.0,0.0
XBB.1.5.47,2716868,29,7,7,29,29,22,0,0.7586206896551724,0.0
XBB.1.5.48,1418695,42,42,42,42,42,0,0,0.0,0.0
XBB.1.5.49,1428876,13,13,13,13,13,0,0,0.0,0.0
XBB.1.5.5,1432301,7,6,6,6,6,1,1,0.14285714285714285,0.14285714285714285
XBB.1.5.51,1423742,23,23,23,23,23,0,0,0.0,0.0
XBB.1.5.52,1421797,50,50,50,50,50,0,0,0.0,0.0
XBB.1.5.55,1434127,20,18,18,20,20,2,0,0.1,0.0
XBB.1.5.56,1422088,4,4,4,4,4,0,0,0.0,0.0
XBB.1.5.57,1433243,5,5,5,5,5,0,0,0.0,0.0
XBB.1.5.59,1435395,2,1,1,1,1,1,1,0.5,0.5
XBB.1.5.6,1435553,7,5,5,7,7,2,0,0.2857142857142857,0.0
XBB.1.5.60,1432420,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.61,1429621,11,11,11,11,11,0,0,0.0,0.0
XBB.1.5.62,2716060,23,22,22,23,23,1,0,0.043478260869565216,0.0
XBB.1.5.63,1429937,4,4,4,4,4,0,0,0.0,0.0
XBB.1.5.64,1416638,3,3,3,3,3,0,0,0.0,0.0
XBB.1.5.65,1434654,5,5,5,5,5,0,0,0.0,0.0
XBB.1.5.66,2716599,15,13,13,15,15,2,0,0.13333333333333333,0.0
XBB.1.5.67,1428058,25,24,24,25,25,1,0,0.04,0.0
XBB.1.5.69,1429954,11,11,11,11,11,0,0,0.0,0.0
XBB.1.5.7,1410645,224,224,224,224,224,0,0,0.0,0.0
XBB.1.5.73,1428110,3,1,1,3,3,2,0,0.6666666666666666,0.0
XBB.1.5.75,1430694,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.77,1428934,6,6,6,6,6,0,0,0.0,0.0
XBB.1.5.78,1434133,2,2,2,2,2,0,0,0.0,0.0
XBB.1.5.79,1430422,2,2,2,2,2,0,0,0.0,0.0
XBB.1.5.8,1427824,10,10,10,10,10,0,0,0.0,0.0
XBB.1.5.80,1434156,12,12,12,12,12,0,0,0.0,0.0
XBB.1.5.86,1432224,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.88,1428079,9,9,9,9,9,0,0,0.0,0.0
XBB.1.5.9,2716447,14,12,12,14,14,2,0,0.14285714285714285,0.0
XBB.1.5.90,1435078,3,3,3,3,3,0,0,0.0,0.0
XBB.1.5.91,1430871,3,3,3,3,3,0,0,0.0,0.0
XBB.1.5.93,1430054,1,1,1,1,1,0,0,0.0,0.0
XBB.1.5.95,1426206,28,28,28,28,28,0,0,0.0,0.0
XBB.1.5.96,1429403,16,8,8,8,8,8,8,0.5,0.5
XBB.1.5.97,1425547,3,3,3,3,3,0,0,0.0,0.0
XBB.1.7,1413188,3,3,3,3,3,0,0,0.0,0.0
XBB.1.9,1410736,19,19,19,19,19,0,0,0.0,0.0
XBB.1.9.1,1427367,35,35,35,35,35,0,0,0.0,0.0
XBB.1.9.2,1434189,1,1,1,1,1,0,0,0.0,0.0
XBB.1.9.4,1430506,2,2,2,2,2,0,0,0.0,0.0
XBB.2,1396939,103,93,93,103,103,10,0,0.0970873786407767,0.0
XBB.2.1,2745828,12,12,12,12,12,0,0,0.0,0.0
XBB.2.10,1432733,4,4,4,4,4,0,0,0.0,0.0
XBB.2.11.1,1406753,18,18,18,18,18,0,0,0.0,0.0
XBB.2.2,1412385,6,6,6,6,6,0,0,0.0,0.0
XBB.2.4,1434117,4,3,3,3,3,1,1,0.25,0.25
XBB.2.5,1420329,33,30,30,30,30,3,3,0.09090909090909091,0.09090909090909091
XBB.2.6,1415685,23,23,23,23,23,0,0,0.0,0.0
XBB.2.7,1398638,5,2,2,5,5,3,0,0.6,0.0
XBB.2.8,1414708,13,12,12,12,12,1,1,0.07692307692307693,0.07692307692307693
XBB.3,1396940,27,27,27,27,27,0,0,0.0,0.0
XBB.3.1,1417268,5,5,5,5,5,0,0,0.0,0.0
XBB.3.2,2740897,10,10,10,10,10,0,0,0.0,0.0
XBB.3.5,1426528,2,2,2,2,2,0,0,0.0,0.0
XBB.4,1426112,2,2,2,2,2,0,0,0.0,0.0
XBB.6,1429636,2,2,2,2,2,0,0,0.0,0.0
XBB.6.1,1429511,9,9,9,9,9,0,0,0.0,0.0
XBB.8,1406931,8,8,8,8,8,0,0,0.0,0.0
XBB.9,1397704,2,2,2,2,2,0,0,0.0,0.0
XBD,1378208,30,30,30,30,30,0,0,0.0,0.0
XBE,1363926,65,65,65,65,65,0,0,0.0,0.0
XBF,1420385,124,124,124,124,124,0,0,0.0,0.0
XBF.1,1423477,2,2,2,2,2,0,0,0.0,0.0
XBF.10,1430244,1,1,1,1,1,0,0,0.0,0.0
XBF.2,1429629,4,2,2,4,4,2,0,0.5,0.0
XBF.3,1421734,22,22,22,22,22,0,0,0.0,0.0
XBF.4,1422993,22,22,22,22,22,0,0,0.0,0.0
XBF.5,1434371,1,1,1,1,1,0,0,0.0,0.0
XBF.6,1428692,2,2,2,2,2,0,0,0.0,0.0
XBF.7,1436711,3,3,3,3,3,0,0,0.0,0.0
XBF.9,1420370,4,4,4,4,4,0,0,0.0,0.0
XBG,1291970,25,25,25,25,25,0,0,0.0,0.0
XBH,1379419,6,6,6,6,6,0,0,0.0,0.0
XBK,1425824,6,6,6,6,6,0,0,0.0,0.0
XBK.1,1427883,1,1,1,1,1,0,0,0.0,0.0
XBM,1358392,10,10,10,10,10,0,0,0.0,0.0
XBQ,1422955,14,14,14,14,14,0,0,0.0,0.0
XBR,1420166,1,1,1,1,1,0,0,0.0,0.0
XC,414488,5,5,5,5,5,0,0,0.0,0.0
XE,965352,1116,1116,1116,1116,1116,0,0,0.0,0.0
XF,946761,16,16,16,16,16,0,0,0.0,0.0
XG,1083412,3,3,3,3,3,0,0,0.0,0.0
XH,1098084,2,2,2,2,2,0,0,0.0,0.0
XJ,966904,68,68,68,68,68,0,0,0.0,0.0
XL,1034619,64,64,64,64,64,0,0,0.0,0.0
XM,1003220,29,26,26,29,26,3,0,0.10344827586206896,0.0
XN,1061700,120,120,120,120,120,0,0,0.0,0.0
XP,1092789,45,45,45,45,45,0,0,0.0,0.0
XQ,1058654,55,55,55,55,55,0,0,0.0,0.0
XR,1148222,17,17,17,17,17,0,0,0.0,0.0
XS,1000242,17,17,9,17,9,0,0,0.0,0.0
XU,1243765,1,1,1,1,1,0,0,0.0,0.0
XW,1159411,32,32,32,32,32,0,0,0.0,0.0
XY,1187989,23,23,23,23,23,0,0,0.0,0.0
XZ,1163537,48,48,48,48,48,0,0,0.0,0.0
Y.1,55861,36,36,36,36,36,0,0,0.0,0.0
Z.1,30483,210,210,210,210,210,0,0,0.0,0.0
